latitude,longitude,
13.79908,78.26631, 
13.79927,78.26618, 
13.79936,78.26612, 
13.79978,78.26581, 
13.79993,78.2657, 
13.80026,78.26545, 
13.80132,78.26466, 
13.80154,78.26449, 
13.80168,78.26439, 
13.80216,78.26403, 
13.80225,78.26396, 
13.80285,78.26352, 
13.80363,78.263, 
13.80391,78.26281, 
13.80411,78.26268, 
13.80445,78.26244, 
13.80517,78.26196, 
13.80548,78.26176, 
13.80571,78.26159, 
13.8059,78.26146, 
13.80693,78.26082, 
13.80724,78.26061, 
13.80736,78.26053, 
13.80787,78.26019, 
13.80847,78.25976, 
13.80934,78.25917, 
13.80981,78.25887, 
13.81045,78.25847, 
13.81073,78.2583, 
13.81164,78.25775, 
13.81216,78.25745, 
13.81252,78.25723, 
13.81278,78.25707, 
13.81305,78.25691, 
13.81324,78.25682, 
13.81464,78.25602, 
13.81539,78.25555, 
13.81603,78.25514, 
13.81692,78.25452, 
13.81767,78.254, 
13.81818,78.25362, 
13.81845,78.25343, 
13.8187,78.25319, 
13.8189,78.25296, 
13.81918,78.25257, 
13.81958,78.25199, 
13.82009,78.2513, 
13.82047,78.25077, 
13.82055,78.25066, 
13.82059,78.2506, 
13.82101,78.24993, 
13.82148,78.24917, 
13.8218,78.2487, 
13.82201,78.24842, 
13.82217,78.24824, 
13.82251,78.24794, 
13.82289,78.24764, 
13.82354,78.2471, 
13.82429,78.24649, 
13.82463,78.24621, 
13.82482,78.24604, 
13.82522,78.2457, 
13.82569,78.24527, 
13.82617,78.24483, 
13.82638,78.24463, 
13.82662,78.24438, 
13.82681,78.24414, 
13.82702,78.24385, 
13.82732,78.2434, 
13.82767,78.2429, 
13.82781,78.2427, 
13.82819,78.24222, 
13.82845,78.24182, 
13.82875,78.24145, 
13.82897,78.24122, 
13.82908,78.2411, 
13.82935,78.24082, 
13.82945,78.24071, 
13.82975,78.24037, 
13.8302,78.23989, 
13.83059,78.23948, 
13.83078,78.23929, 
13.83094,78.23914, 
13.83102,78.23904, 
13.83108,78.23894, 
13.8311,78.23888, 
13.83112,78.23882, 
13.83116,78.23863, 
13.83121,78.23824, 
13.83122,78.2382, 
13.83124,78.23795, 
13.83126,78.23777, 
13.83128,78.23759, 
13.83133,78.2374, 
13.83137,78.23729, 
13.83145,78.23718, 
13.83158,78.23703, 
13.83168,78.23689, 
13.83182,78.23678, 
13.83191,78.2367, 
13.83198,78.23664, 
13.83219,78.23651, 
13.83233,78.23638, 
13.83268,78.2363, 
13.83302,78.23622, 
13.83397,78.23604, 
13.83426,78.23598, 
13.8346,78.23587, 
13.83519,78.23566, 
13.83739,78.23477, 
13.83797,78.23456, 
13.8397,78.2343, 
13.84107,78.23397, 
13.84204,78.23361, 
13.84377,78.23267, 
13.84394,78.23256, 
13.84493,78.23214, 
13.84621,78.23157, 
13.84757,78.23097, 
13.84848,78.23053, 
13.84926,78.23016, 
13.84981,78.22986, 
13.85037,78.22955, 
13.85079,78.22927, 
13.85107,78.22912, 
13.8515,78.22904, 
13.85241,78.22894, 
13.85415,78.22873, 
13.85476,78.22864, 
13.85539,78.22847, 
13.85592,78.22818, 
13.85648,78.22763, 
13.8571,78.22701, 
13.85753,78.22665, 
13.8579,78.22637, 
13.85828,78.22618, 
13.85879,78.226, 
13.85972,78.22564, 
13.8611,78.2252, 
13.86174,78.22498, 
13.86306,78.22451, 
13.86411,78.2242, 
13.86448,78.2241, 
13.86506,78.22395, 
13.8658,78.22372, 
13.86637,78.22352, 
13.86689,78.2233, 
13.86737,78.22303, 
13.86765,78.22292, 
13.8679,78.22282, 
13.86903,78.22261, 
13.86938,78.22254, 
13.86978,78.22244, 
13.8705,78.2221, 
13.87162,78.22161, 
13.87219,78.22132, 
13.87249,78.22102, 
13.87271,78.22078, 
13.87352,78.22016, 
13.87396,78.21983, 
13.87418,78.21968, 
13.87439,78.21958, 
13.87458,78.2195, 
13.87492,78.21936, 
13.87598,78.21902, 
13.87629,78.21893, 
13.87741,78.21855, 
13.87846,78.21819, 
13.87946,78.21784, 
13.87996,78.21763, 
13.88031,78.21748, 
13.88064,78.21735, 
13.88123,78.2171, 
13.88184,78.2168, 
13.88236,78.21656, 
13.88243,78.21653, 
13.8826,78.21646, 
13.88286,78.21633, 
13.88322,78.21622, 
13.88363,78.21611, 
13.88521,78.21572, 
13.88576,78.21554, 
13.88616,78.21536, 
13.88662,78.2151, 
13.88724,78.21467, 
13.88738,78.21456, 
13.88746,78.21451, 
13.8877,78.21435, 
13.88792,78.2142, 
13.88811,78.21405, 
13.88834,78.21386, 
13.88876,78.21359, 
13.88915,78.21336, 
13.88999,78.21269, 
13.89101,78.21178, 
13.89152,78.21135, 
13.89218,78.21097, 
13.89275,78.21065, 
13.89298,78.21046, 
13.89332,78.20987, 
13.89427,78.20832, 
13.89512,78.207, 
13.89551,78.20643, 
13.89582,78.2063, 
13.89616,78.20624, 
13.89673,78.2063, 
13.89735,78.20645, 
13.89832,78.20671, 
13.89874,78.20678, 
13.89906,78.20673, 
13.90021,78.2062, 
13.90061,78.20599, 
13.90089,78.20585, 
13.90125,78.20549, 
13.90176,78.20493, 
13.90224,78.20447, 
13.90285,78.20397, 
13.90351,78.20339, 
13.90447,78.20246, 
13.9048,78.2022, 
13.90556,78.20179, 
13.90662,78.20129, 
13.90728,78.20101, 
13.90785,78.20071, 
13.90908,78.20011, 
13.90972,78.19971, 
13.91016,78.19943, 
13.91058,78.19911, 
13.91132,78.19863, 
13.9119,78.19829, 
13.91276,78.19782, 
13.91355,78.19738, 
13.91423,78.19697, 
13.91484,78.19657, 
13.91574,78.19606, 
13.91643,78.19571, 
13.91666,78.19559, 
13.91706,78.19538, 
13.9177,78.19508, 
13.91878,78.19451, 
13.9189,78.19445, 
13.9195,78.19418, 
13.91992,78.19401, 
13.9201,78.19396, 
13.92022,78.19392, 
13.92034,78.19391, 
13.92047,78.19389, 
13.92073,78.19389, 
13.9211,78.19395, 
13.92152,78.19404, 
13.92184,78.19405, 
13.92215,78.19405, 
13.9224,78.19407, 
13.92266,78.19411, 
13.92293,78.19422, 
13.92351,78.19444, 
13.92415,78.19466, 
13.92435,78.19472, 
13.92537,78.19474, 
13.92555,78.1947, 
13.92583,78.19456, 
13.92671,78.194, 
13.92715,78.19375, 
13.92735,78.19355, 
13.92782,78.19279, 
13.92864,78.19142, 
13.92943,78.19013, 
13.92988,78.18938, 
13.93068,78.1883, 
13.9312,78.18769, 
13.93197,78.18699, 
13.93295,78.18626, 
13.93352,78.18592, 
13.93383,78.18581, 
13.93415,78.18581, 
13.93497,78.18583, 
13.93541,78.18579, 
13.9359,78.18564, 
13.93664,78.18545, 
13.93759,78.18527, 
13.93816,78.18505, 
13.93848,78.1849, 
13.93887,78.18467, 
13.93933,78.18441, 
13.94038,78.18381, 
13.94203,78.18293, 
13.94307,78.18237, 
13.94377,78.18203, 
13.94417,78.18172, 
13.9451,78.18096, 
13.9461,78.18021, 
13.94703,78.17967, 
13.94765,78.17936, 
13.94869,78.17887, 
13.94956,78.17855, 
13.94984,78.17849, 
13.95012,78.17847, 
13.9504,78.17848, 
13.95083,78.17854, 
13.9514,78.17868, 
13.95166,78.17874, 
13.95203,78.17877, 
13.95272,78.17884, 
13.95301,78.17885, 
13.95345,78.17885, 
13.95443,78.17887, 
13.95488,78.17892, 
13.95588,78.179, 
13.95616,78.179, 
13.95636,78.17899, 
13.95667,78.17894, 
13.95696,78.17889, 
13.95725,78.17882, 
13.95798,78.17858, 
13.95864,78.17839, 
13.95947,78.17811, 
13.95994,78.17799, 
13.96099,78.17774, 
13.9613,78.17769, 
13.96166,78.17765, 
13.96211,78.17759, 
13.96253,78.17757, 
13.9638,78.17742, 
13.96396,78.17739, 
13.9641,78.17737, 
13.9646,78.17726, 
13.96479,78.17723, 
13.96511,78.1772, 
13.9655,78.17718, 
13.96605,78.1772, 
13.96707,78.17723, 
13.96818,78.17727, 
13.96922,78.1773, 
13.96949,78.17731, 
13.96974,78.17731, 
13.97,78.17732, 
13.97019,78.17733, 
13.97039,78.17736, 
13.97052,78.17737, 
13.97068,78.17738, 
13.97085,78.17741, 
13.97115,78.17743, 
13.97133,78.17743, 
13.97154,78.17746, 
13.97173,78.1775, 
13.97197,78.17753, 
13.97282,78.17766, 
13.97308,78.17772, 
13.97316,78.17774, 
13.97327,78.17777, 
13.97347,78.17787, 
13.97397,78.17807, 
13.97439,78.17826, 
13.97463,78.17835, 
13.97556,78.17862, 
13.97586,78.1787, 
13.97614,78.17879, 
13.97764,78.1793, 
13.97783,78.17936, 
13.97804,78.1794, 
13.9788,78.17952, 
13.98085,78.17981, 
13.98346,78.18028, 
13.9844,78.18042, 
13.98497,78.18049, 
13.98535,78.18051, 
13.98559,78.18053, 
13.98597,78.18051, 
13.98695,78.18042, 
13.98757,78.18035, 
13.98856,78.18023, 
13.9889,78.18021, 
13.98932,78.1802, 
13.99067,78.18023, 
13.99264,78.18025, 
13.99441,78.18021, 
13.99462,78.18021, 
13.99481,78.18019, 
13.99504,78.18015, 
13.99535,78.18009, 
13.99611,78.17988, 
13.99628,78.17985, 
13.99644,78.17984, 
13.9966,78.17983, 
13.9969,78.17985, 
13.99749,78.17989, 
13.99762,78.1799, 
13.99815,78.17992, 
13.99855,78.17992, 
14.00049,78.17985, 
14.00078,78.17984, 
14.00248,78.17979, 
14.00268,78.17978, 
14.00289,78.17976, 
14.00407,78.17962, 
14.00544,78.17944, 
14.00639,78.17933, 
14.00685,78.17927, 
14.00764,78.17916, 
14.00788,78.17911, 
14.00813,78.17904, 
14.00901,78.1788, 
14.00937,78.17871, 
14.01012,78.1785, 
14.01047,78.17842, 
14.011,78.17831, 
14.0123,78.17814, 
14.01286,78.17805, 
14.01399,78.17783, 
14.01418,78.1778, 
14.01673,78.17736, 
14.01695,78.17734, 
14.01706,78.17733, 
14.01718,78.17735, 
14.0178,78.17752, 
14.018,78.17758, 
14.01822,78.1776, 
14.01865,78.17762, 
14.01977,78.17763, 
14.02114,78.17758, 
14.02206,78.17753, 
14.02249,78.17751, 
14.02325,78.17743, 
14.02407,78.17732, 
14.02475,78.17722, 
14.02543,78.17709, 
14.02637,78.17691, 
14.02793,78.17662, 
14.02908,78.17644, 
14.03078,78.17619, 
14.03268,78.17598, 
14.03478,78.17574, 
14.03506,78.17568, 
14.03529,78.17561, 
14.03552,78.17554, 
14.03573,78.17544, 
14.03654,78.17507, 
14.03719,78.17478, 
14.03738,78.1747, 
14.03752,78.17466, 
14.03771,78.17462, 
14.03793,78.17458, 
14.03894,78.17448, 
14.03914,78.17446, 
14.03934,78.1744, 
14.03991,78.1742, 
14.04122,78.17374, 
14.04272,78.17309, 
14.04407,78.17255, 
14.04426,78.17248, 
14.04446,78.17246, 
14.04557,78.17238, 
14.04613,78.17226, 
14.04636,78.17223, 
14.0473,78.17208, 
14.04746,78.17204, 
14.04763,78.17197, 
14.04818,78.17171, 
14.0483,78.17166, 
14.04844,78.17163, 
14.04859,78.1716, 
14.04958,78.17156, 
14.04968,78.17156, 
14.04975,78.17157, 
14.04983,78.1716, 
14.0499,78.17164, 
14.04997,78.1717, 
14.05004,78.17178, 
14.05019,78.17205, 
14.0503,78.17217, 
14.05037,78.17221, 
14.05045,78.17224, 
14.05052,78.17225, 
14.0506,78.17225, 
14.05109,78.17224, 
14.05127,78.17223, 
14.05143,78.17221, 
14.05157,78.17217, 
14.05214,78.17198, 
14.05318,78.17164, 
14.05358,78.17153, 
14.05555,78.17103, 
14.05689,78.17067, 
14.05712,78.17061, 
14.05738,78.17056, 
14.05776,78.17052, 
14.05854,78.17046, 
14.05885,78.17045, 
14.05978,78.17049, 
14.06196,78.17064, 
14.06329,78.17067, 
14.06426,78.17062, 
14.06467,78.17061, 
14.06807,78.17042, 
14.06923,78.17037, 
14.06994,78.17031, 
14.0704,78.17026, 
14.07085,78.17018, 
14.07168,78.17002, 
14.0721,78.16992, 
14.0731,78.16968, 
14.07481,78.16921, 
14.0767,78.16869, 
14.08113,78.1674, 
14.08135,78.16737, 
14.08161,78.16734, 
14.08229,78.1673, 
14.08252,78.16728, 
14.0839,78.16712, 
14.08419,78.16704, 
14.08509,78.16671, 
14.08651,78.16622, 
14.08737,78.16581, 
14.08859,78.16525, 
14.08888,78.16515, 
14.08917,78.16508, 
14.08961,78.16499, 
14.09005,78.16492, 
14.0915,78.16472, 
14.09257,78.16459, 
14.09281,78.16455, 
14.09401,78.16441, 
14.09517,78.16432, 
14.09544,78.16428, 
14.09619,78.16416, 
14.09742,78.16392, 
14.09761,78.16388, 
14.09779,78.16381, 
14.09815,78.1636, 
14.0988,78.16324, 
14.09908,78.16312, 
14.09939,78.16303, 
14.10037,78.16285, 
14.10176,78.16262, 
14.10248,78.16254, 
14.1026,78.16252, 
14.10273,78.16249, 
14.10285,78.16244, 
14.103,78.16232, 
14.10308,78.16224, 
14.10331,78.16199, 
14.10351,78.16183, 
14.10369,78.16171, 
14.10377,78.16167, 
14.1039,78.16166, 
14.10475,78.16166, 
14.10489,78.16161, 
14.10541,78.16161, 
14.10601,78.16161, 
14.10623,78.16164, 
14.10656,78.16171, 
14.10676,78.16176, 
14.10734,78.16187, 
14.10822,78.162, 
14.10887,78.16206, 
14.10911,78.16207, 
14.10938,78.16205, 
14.10965,78.16203, 
14.10986,78.16199, 
14.11024,78.16189, 
14.11082,78.16176, 
14.11094,78.16173, 
14.11183,78.16152, 
14.11264,78.16134, 
14.11299,78.16126, 
14.11375,78.16108, 
14.11417,78.16093, 
14.11459,78.16078, 
14.11482,78.16067, 
14.11497,78.16059, 
14.11507,78.16051, 
14.11515,78.16042, 
14.11524,78.16029, 
14.11535,78.1601, 
14.11617,78.15858, 
14.11631,78.15832, 
14.11634,78.15826, 
14.11689,78.15724, 
14.11695,78.15713, 
14.11712,78.1568, 
14.11723,78.15663, 
14.1173,78.15652, 
14.11741,78.15641, 
14.11751,78.15634, 
14.11762,78.1563, 
14.11776,78.15629, 
14.1178,78.15629, 
14.11834,78.15631, 
14.1189,78.15631, 
14.11984,78.15625, 
14.11996,78.15624, 
14.12045,78.1562, 
14.12068,78.15615, 
14.12088,78.15606, 
14.12115,78.15592, 
14.12122,78.15587, 
14.12138,78.15578, 
14.12144,78.15574, 
14.12165,78.1556, 
14.12213,78.15525, 
14.12234,78.15512, 
14.12261,78.15502, 
14.123,78.15492, 
14.1241,78.15473, 
14.12464,78.15467, 
14.12508,78.15465, 
14.12589,78.15465, 
14.12604,78.15465, 
14.12634,78.15464, 
14.12659,78.15464, 
14.12917,78.15455, 
14.13135,78.15439, 
14.13153,78.15436, 
14.13171,78.1543, 
14.13185,78.15424, 
14.13199,78.15415, 
14.13211,78.15403, 
14.1324,78.15369, 
14.13247,78.15361, 
14.13256,78.15354, 
14.13269,78.15345, 
14.13372,78.15283, 
14.13379,78.15278, 
14.13387,78.15277, 
14.13394,78.15277, 
14.13402,78.1528, 
14.13413,78.15292, 
14.13424,78.15301, 
14.13436,78.15307, 
14.13448,78.15311, 
14.13459,78.15312, 
14.13473,78.15309, 
14.13756,78.15216, 
14.13784,78.15213, 
14.13885,78.15208, 
14.13942,78.15202, 
14.13957,78.15201, 
14.1397,78.15197, 
14.1398,78.15192, 
14.13999,78.1518, 
14.14066,78.15135, 
14.14102,78.15109, 
14.14152,78.15072, 
14.14166,78.15066, 
14.14179,78.15064, 
14.14193,78.15063, 
14.14273,78.15069, 
14.14297,78.15069, 
14.14316,78.15067, 
14.14334,78.15062, 
14.14357,78.15052, 
14.14375,78.15044, 
14.14449,78.15008, 
14.14536,78.14964, 
14.14609,78.14923, 
14.1463,78.14911, 
14.14639,78.14904, 
14.14648,78.14893, 
14.14663,78.1487, 
14.14688,78.14825, 
14.14756,78.14698, 
14.1477,78.14673, 
14.14783,78.14647, 
14.14798,78.14607, 
14.14814,78.14579, 
14.14881,78.14469, 
14.14893,78.14451, 
14.14901,78.14442, 
14.14908,78.14434, 
14.14918,78.14426, 
14.14956,78.14399, 
14.15007,78.14361, 
14.15082,78.14307, 
14.15116,78.14285, 
14.1513,78.14278, 
14.15177,78.14257, 
14.15247,78.14224, 
14.15347,78.14174, 
14.15401,78.14145, 
14.15465,78.14107, 
14.15498,78.14085, 
14.1553,78.14061, 
14.15555,78.1404, 
14.15624,78.13977, 
14.15639,78.13965, 
14.15652,78.13955, 
14.15665,78.13948, 
14.15679,78.13942, 
14.15697,78.13936, 
14.15811,78.13904, 
14.15912,78.13874, 
14.15954,78.13862, 
14.15998,78.13846, 
14.16049,78.13827, 
14.16099,78.13808, 
14.16314,78.1372, 
14.16593,78.13605, 
14.16876,78.13489, 
14.17072,78.13402, 
14.17103,78.13387, 
14.17132,78.13369, 
14.1723,78.13297, 
14.17343,78.13211, 
14.17398,78.13168, 
14.17503,78.13081, 
14.17521,78.13068, 
14.17538,78.13058, 
14.17566,78.13044, 
14.17621,78.13017, 
14.17674,78.12989, 
14.17712,78.12967, 
14.17752,78.12941, 
14.17782,78.12917, 
14.17817,78.12888, 
14.17971,78.12745, 
14.18,78.12717, 
14.18038,78.12678, 
14.18093,78.12616, 
14.18187,78.12517, 
14.18236,78.12472, 
14.18275,78.12441, 
14.18304,78.12418, 
14.18336,78.12395, 
14.18375,78.1237, 
14.18402,78.12355, 
14.18435,78.12338, 
14.18471,78.12321, 
14.18581,78.12273, 
14.18669,78.12236, 
14.18778,78.12189, 
14.18851,78.12158, 
14.18935,78.12121, 
14.18985,78.12099, 
14.19149,78.12031, 
14.19313,78.1197, 
14.19339,78.11961, 
14.19394,78.11944, 
14.19591,78.11888, 
14.19614,78.11881, 
14.19634,78.11873, 
14.19656,78.11864, 
14.19721,78.1183, 
14.19841,78.11764, 
14.19875,78.11743, 
14.19903,78.11722, 
14.20009,78.11645, 
14.20075,78.11602, 
14.20102,78.11583, 
14.20137,78.11556, 
14.20184,78.11519, 
14.20222,78.11488, 
14.20258,78.11456, 
14.20284,78.1143, 
14.20322,78.11392, 
14.20374,78.11335, 
14.20435,78.11264, 
14.20513,78.11176, 
14.20587,78.1109, 
14.20613,78.11064, 
14.20636,78.11041, 
14.20649,78.11028, 
14.20659,78.11021, 
14.2067,78.11017, 
14.20684,78.11015, 
14.20701,78.11014, 
14.20724,78.11014, 
14.20748,78.11017, 
14.20816,78.11027, 
14.20835,78.11028, 
14.20848,78.11027, 
14.20858,78.11025, 
14.20867,78.11022, 
14.20878,78.11015, 
14.2089,78.11005, 
14.20911,78.10984, 
14.20945,78.10948, 
14.20981,78.10905, 
14.21103,78.10762, 
14.21151,78.10708, 
14.21169,78.1069, 
14.21187,78.10674, 
14.21206,78.1066, 
14.21244,78.10633, 
14.21286,78.10604, 
14.21305,78.10588, 
14.21332,78.10562, 
14.21374,78.1052, 
14.21437,78.10453, 
14.21464,78.10427, 
14.21492,78.10404, 
14.21503,78.10396, 
14.21523,78.1038, 
14.2158,78.10338, 
14.21642,78.10291, 
14.21661,78.10276, 
14.21668,78.10269, 
14.21678,78.1026, 
14.21699,78.10235, 
14.21737,78.10188, 
14.21827,78.10067, 
14.21926,78.09931, 
14.22046,78.09763, 
14.22259,78.09457, 
14.22383,78.0928, 
14.22435,78.09206, 
14.22451,78.09189, 
14.22466,78.09175, 
14.22483,78.0916, 
14.225,78.09147, 
14.22544,78.09116, 
14.22659,78.09034, 
14.22816,78.08916, 
14.2286,78.08883, 
14.23367,78.085, 
14.23517,78.08386, 
14.23688,78.08257, 
14.23704,78.08245, 
14.23716,78.08238, 
14.23732,78.08231, 
14.23788,78.08209, 
14.24079,78.08099, 
14.2413,78.0808, 
14.24159,78.08069, 
14.2419,78.08057, 
14.2422,78.08041, 
14.24249,78.08023, 
14.24272,78.08005, 
14.24293,78.07986, 
14.2431,78.07965, 
14.24334,78.07931, 
14.24394,78.07838, 
14.24445,78.07758, 
14.2449,78.07686, 
14.24602,78.07508, 
14.24629,78.07458, 
14.24653,78.07414, 
14.24676,78.07368, 
14.24735,78.07245, 
14.24817,78.07076, 
14.24865,78.06973, 
14.24875,78.06955, 
14.24889,78.06937, 
14.24905,78.06918, 
14.2492,78.06904, 
14.24935,78.06891, 
14.24956,78.06875, 
14.25026,78.06824, 
14.2512,78.06756, 
14.2518,78.06713, 
14.25222,78.06683, 
14.25351,78.0659, 
14.25459,78.06514, 
14.25474,78.06502, 
14.2549,78.06487, 
14.25507,78.06469, 
14.25522,78.06449, 
14.25536,78.06429, 
14.256,78.06333, 
14.25613,78.06317, 
14.25623,78.06304, 
14.25637,78.06291, 
14.25662,78.06271, 
14.25685,78.06254, 
14.25707,78.0624, 
14.25806,78.06178, 
14.25846,78.06152, 
14.25885,78.06126, 
14.26047,78.06021, 
14.26224,78.0591, 
14.26245,78.05897, 
14.2627,78.05886, 
14.26299,78.05874, 
14.26405,78.05834, 
14.26645,78.05736, 
14.26732,78.05701, 
14.26811,78.05669, 
14.26853,78.0565, 
14.26891,78.0563, 
14.26959,78.05593, 
14.27079,78.05522, 
14.27158,78.05475, 
14.2727,78.05405, 
14.27446,78.05289, 
14.27518,78.05242, 
14.2774,78.05095, 
14.27852,78.05014, 
14.28009,78.04915, 
14.28214,78.04776, 
14.28452,78.04606, 
14.28612,78.04494, 
14.28694,78.04438, 
14.28753,78.04402, 
14.28916,78.04308, 
14.28991,78.04264, 
14.29017,78.04251, 
14.29037,78.04241, 
14.29056,78.04233, 
14.29081,78.04225, 
14.29122,78.04212, 
14.29217,78.04182, 
14.29276,78.04162, 
14.29306,78.04151, 
14.2933,78.04144, 
14.29361,78.04136, 
14.29424,78.04125, 
14.2943,78.04124, 
14.29434,78.04121, 
14.29437,78.04117, 
14.2944,78.04107, 
14.29441,78.041, 
14.29442,78.04096, 
14.29445,78.04092, 
14.29449,78.0409, 
14.29456,78.04087, 
14.29498,78.04073, 
14.29525,78.04063, 
14.29572,78.0404, 
14.29643,78.04006, 
14.29714,78.03971, 
14.29758,78.03944, 
14.29798,78.03918, 
14.29824,78.03898, 
14.29884,78.03854, 
14.29924,78.03821, 
14.29947,78.03799, 
14.29994,78.03748, 
14.30038,78.037, 
14.30066,78.03668, 
14.30092,78.03638, 
14.30121,78.036, 
14.30246,78.0345, 
14.30275,78.03415, 
14.30303,78.03386, 
14.30323,78.03367, 
14.30349,78.03346, 
14.30385,78.03323, 
14.30449,78.03282, 
14.3054,78.03218, 
14.30566,78.032, 
14.30598,78.03175, 
14.30671,78.03118, 
14.30762,78.03042, 
14.30788,78.0302, 
14.30812,78.02996, 
14.30839,78.02967, 
14.30914,78.02876, 
14.30954,78.0283, 
14.3098,78.02803, 
14.31004,78.0278, 
14.31074,78.02718, 
14.31099,78.02697, 
14.31125,78.02679, 
14.31149,78.02665, 
14.31211,78.02633, 
14.31381,78.02552, 
14.31655,78.02424, 
14.3169,78.02405, 
14.3191,78.02287, 
14.31958,78.02263, 
14.32003,78.02243, 
14.3206,78.02219, 
14.32104,78.02206, 
14.32215,78.02173, 
14.32341,78.02136, 
14.32421,78.02108, 
14.32446,78.02101, 
14.32509,78.02086, 
14.3257,78.02071, 
14.32588,78.02065, 
14.32607,78.02057, 
14.32633,78.02042, 
14.32704,78.01998, 
14.32747,78.01969, 
14.32789,78.01939, 
14.32817,78.01916, 
14.32845,78.0189, 
14.32908,78.01828, 
14.3294,78.01797, 
14.33055,78.01688, 
14.33109,78.01634, 
14.33128,78.01613, 
14.33141,78.01596, 
14.33153,78.01575, 
14.33208,78.01473, 
14.33247,78.01404, 
14.33257,78.01385, 
14.33264,78.01368, 
14.33271,78.01348, 
14.33276,78.01326, 
14.33293,78.0124, 
14.33297,78.0122, 
14.33308,78.0119, 
14.33325,78.01154, 
14.33356,78.01084, 
14.33374,78.0105, 
14.33394,78.01018, 
14.33416,78.00989, 
14.33437,78.00961, 
14.33461,78.00934, 
14.33488,78.00908, 
14.33521,78.00876, 
14.33712,78.00699, 
14.33814,78.00608, 
14.33846,78.0058, 
14.33897,78.00539, 
14.33914,78.00525, 
14.33968,78.00475, 
14.34064,78.00385, 
14.34093,78.00361, 
14.34159,78.0031, 
14.34229,78.00255, 
14.34296,78.00205, 
14.34381,78.00166, 
14.34434,78.00144, 
14.3446,78.00135, 
14.34471,78.00132, 
14.34481,78.00131, 
14.34494,78.00132, 
14.34509,78.00138, 
14.34519,78.00139, 
14.34532,78.0014, 
14.34546,78.00139, 
14.34561,78.00137, 
14.34575,78.00133, 
14.34591,78.00124, 
14.34606,78.00114, 
14.34624,78.00097, 
14.34692,78.0003, 
14.34735,77.99985, 
14.34821,77.99891, 
14.34954,77.99752, 
14.35067,77.99629, 
14.35105,77.99589, 
14.35114,77.9958, 
14.35133,77.99561, 
14.35154,77.99537, 
14.35172,77.99518, 
14.35215,77.99471, 
14.35234,77.9945, 
14.35285,77.99395, 
14.35291,77.99388, 
14.3534,77.99335, 
14.35357,77.99316, 
14.3538,77.99289, 
14.35399,77.99266, 
14.35431,77.99227, 
14.35459,77.99187, 
14.35546,77.99055, 
14.35571,77.99019, 
14.35612,77.98965, 
14.35641,77.98928, 
14.35675,77.9889, 
14.35687,77.98877, 
14.35776,77.98793, 
14.35902,77.98683, 
14.35956,77.98635, 
14.36067,77.98542, 
14.3621,77.98423, 
14.36325,77.98322, 
14.36344,77.98306, 
14.36365,77.98291, 
14.3641,77.98263, 
14.36473,77.98226, 
14.36496,77.98212, 
14.36521,77.98192, 
14.36551,77.98165, 
14.36644,77.98083, 
14.36781,77.9796, 
14.36825,77.9792, 
14.36918,77.9784, 
14.36996,77.97771, 
14.37017,77.97752, 
14.37037,77.9773, 
14.37068,77.97693, 
14.3717,77.97565, 
14.37188,77.97539, 
14.37213,77.97502, 
14.37268,77.97408, 
14.37286,77.9738, 
14.37299,77.97363, 
14.3731,77.97349, 
14.3732,77.97339, 
14.37336,77.97328, 
14.37362,77.97312, 
14.37418,77.97277, 
14.37448,77.97256, 
14.37479,77.97234, 
14.375,77.97217, 
14.37536,77.97182, 
14.37568,77.97149, 
14.3759,77.97124, 
14.37615,77.97093, 
14.37638,77.97064, 
14.3769,77.96994, 
14.37729,77.96936, 
14.37798,77.96833, 
14.37823,77.96797, 
14.37882,77.96721, 
14.37942,77.96645, 
14.37972,77.96606, 
14.38005,77.96557, 
14.38045,77.96499, 
14.38108,77.96409, 
14.38181,77.96303, 
14.38196,77.96286, 
14.38208,77.96274, 
14.38288,77.96198, 
14.38347,77.96145, 
14.38434,77.96069, 
14.38481,77.96027, 
14.38499,77.96014, 
14.38519,77.96001, 
14.38544,77.95988, 
14.38567,77.95978, 
14.38661,77.95939, 
14.38727,77.95909, 
14.38829,77.95868, 
14.38981,77.95805, 
14.3916,77.95729, 
14.3918,77.9572, 
14.39198,77.9571, 
14.39216,77.95696, 
14.39238,77.95675, 
14.39282,77.9563, 
14.39414,77.95501, 
14.39452,77.95459, 
14.39575,77.95336, 
14.39628,77.95282, 
14.3973,77.95167, 
14.39808,77.95082, 
14.39877,77.95003, 
14.39952,77.94919, 
14.39984,77.94886, 
14.40008,77.94862, 
14.40038,77.94837, 
14.40117,77.94777, 
14.40206,77.94707, 
14.40337,77.94611, 
14.40431,77.94536, 
14.40506,77.94479, 
14.40563,77.94433, 
14.40594,77.94403, 
14.40677,77.94324, 
14.40763,77.94232, 
14.40955,77.94033, 
14.40997,77.93991, 
14.41036,77.93954, 
14.41131,77.93875, 
14.41161,77.93851, 
14.41284,77.93764, 
14.41344,77.93719, 
14.41436,77.93654, 
14.41476,77.93627, 
14.41639,77.93512, 
14.41694,77.93472, 
14.41721,77.93451, 
14.41843,77.93359, 
14.41919,77.933, 
14.42002,77.93237, 
14.42048,77.93203, 
14.42068,77.93183, 
14.42098,77.93153, 
14.42115,77.9313, 
14.42139,77.93093, 
14.42303,77.92855, 
14.42369,77.92757, 
14.42435,77.92668, 
